Sl No, Source Code Repository, Reference Path, Main Path, Backup/Mirror Path, Info, Comment,
1,SKA_AUTOSARClassicArcticCore_v3-1_mercurial,https://github.com/openAUTOSAR/classic-platform,http://my.arccore.com/hg/arc/,TBD,GPL release,OpenAUTOSAR Classic Source Code
2,SKA_AUTOSARClassicReleaseR23-11_StandardsDocumentationInfo,https://www.autosar.org/,SAME,TBD,GPL Release,OpenAUTOSAR Classic Documentation
